date,factor,factor_dollars,normalized_abs_exposure_pct,event_id,strategy
2027-01-04,country_HK,149702.49436704695,0.564411133626017,event_01,static_open_loop
2027-01-04,country_JP,289656.53211809276,1.0920684544782076,event_01,static_open_loop
2027-01-04,country_US,781482.1258699931,2.9463584720859806,event_01,static_open_loop
2027-01-04,sector_financials,833468.0673113926,3.1423568371473896,event_01,static_open_loop
2027-01-04,sector_it,-394109.04082625237,1.485877249043163,event_01,static_open_loop
2027-01-04,sector_healthcare,781482.1258699931,2.9463584720859806,event_01,static_open_loop
2027-01-04,industry_banks,833468.0673113926,3.1423568371473896,event_01,static_open_loop
2027-01-04,industry_software,-394109.04082625237,1.485877249043163,event_01,static_open_loop
2027-01-04,industry_biotech,781482.1258699931,2.9463584720859806,event_01,static_open_loop
2027-01-05,country_HK,410798.0148319806,0.711376758727989,event_01,static_open_loop
2027-01-05,country_JP,141328.93081765642,0.2447385651575689,event_01,static_open_loop
2027-01-05,country_US,1737772.6207360951,3.009291694973516,event_01,static_open_loop
2027-01-05,sector_financials,1932986.0979923815,3.3473418454042476,event_01,static_open_loop
2027-01-05,sector_it,-1380859.1523427444,2.3912265215186896,event_01,static_open_loop
2027-01-05,sector_healthcare,1737772.6207360951,3.009291694973516,event_01,static_open_loop
2027-01-05,industry_banks,1932986.0979923815,3.3473418454042476,event_01,static_open_loop
2027-01-05,industry_software,-1380859.1523427444,2.3912265215186896,event_01,static_open_loop
2027-01-05,industry_biotech,1737772.6207360951,3.009291694973516,event_01,static_open_loop
2027-01-06,country_HK,1268327.1197024155,1.297079316719094,event_01,static_open_loop
2027-01-06,country_JP,-371635.33925541636,0.3800600842022397,event_01,static_open_loop
2027-01-06,country_US,3517712.0134425308,3.597456384817454,event_01,static_open_loop
2027-01-06,sector_financials,4066269.056204361,4.158448878909912,event_01,static_open_loop
2027-01-06,sector_it,-3169577.2757573617,3.2414296463930574,event_01,static_open_loop
2027-01-06,sector_healthcare,3517712.0134425308,3.597456384817454,event_01,static_open_loop
2027-01-06,industry_banks,4066269.056204361,4.158448878909912,event_01,static_open_loop
2027-01-06,industry_software,-3169577.2757573617,3.2414296463930574,event_01,static_open_loop
2027-01-06,industry_biotech,3517712.0134425308,3.597456384817454,event_01,static_open_loop
2027-01-07,country_HK,3100664.297108539,2.0514713001608214,event_01,static_open_loop
2027-01-07,country_JP,-2400887.846561905,1.5884829959566096,event_01,static_open_loop
2027-01-07,country_US,7061893.33096336,4.67231215800377,event_01,static_open_loop
2027-01-07,sector_financials,8247215.858123663,5.456548990146819,event_01,static_open_loop
2027-01-07,sector_it,-7547439.407577029,4.993560685942608,event_01,static_open_loop
2027-01-07,sector_healthcare,7061893.33096336,4.67231215800377,event_01,static_open_loop
2027-01-07,industry_banks,8247215.858123663,5.456548990146819,event_01,static_open_loop
2027-01-07,industry_software,-7547439.407577029,4.993560685942608,event_01,static_open_loop
2027-01-07,industry_biotech,7061893.33096336,4.67231215800377,event_01,static_open_loop
2027-01-08,country_HK,4078863.3479099288,1.9570412679093272,event_01,static_open_loop
2027-01-08,country_JP,-4353890.830875806,2.0889996318121664,event_01,static_open_loop
2027-01-08,country_US,10905216.34956229,5.232329845644094,event_01,static_open_loop
2027-01-08,sector_financials,11999925.794311006,5.757572144050864,event_01,static_open_loop
2027-01-08,sector_it,-12274953.277276883,5.889530507953703,event_01,static_open_loop
2027-01-08,sector_healthcare,10905216.34956229,5.232329845644094,event_01,static_open_loop
2027-01-08,industry_banks,11999925.794311006,5.757572144050864,event_01,static_open_loop
2027-01-08,industry_software,-12274953.277276883,5.889530507953703,event_01,static_open_loop
2027-01-08,industry_biotech,10905216.34956229,5.232329845644094,event_01,static_open_loop
2027-01-11,country_HK,5048703.303982224,1.897201068344051,event_01,static_open_loop
2027-01-11,country_JP,-6433461.439333362,2.417565299633714,event_01,static_open_loop
2027-01-11,country_US,14302341.331370806,5.374531957997092,event_01,static_open_loop
2027-01-11,sector_financials,15699824.189102234,5.89967788380131,event_01,static_open_loop
2027-01-11,sector_it,-17084582.324453373,6.420042115090974,event_01,static_open_loop
2027-01-11,sector_healthcare,14302341.331370806,5.374531957997092,event_01,static_open_loop
2027-01-11,industry_banks,15699824.189102234,5.89967788380131,event_01,static_open_loop
2027-01-11,industry_software,-17084582.324453373,6.420042115090974,event_01,static_open_loop
2027-01-11,industry_biotech,14302341.331370806,5.374531957997092,event_01,static_open_loop
2027-01-12,country_HK,4258080.241365829,1.3291358728128895,event_01,static_open_loop
2027-01-12,country_JP,-10629843.68622983,3.3180461064373428,event_01,static_open_loop
2027-01-12,country_US,19270988.906250305,6.015331137033857,event_01,static_open_loop
2027-01-12,sector_financials,18396342.427134328,5.7423151426124734,event_01,static_open_loop
2027-01-12,sector_it,-24768105.871998325,7.731225376236925,event_01,static_open_loop
2027-01-12,sector_healthcare,19270988.906250305,6.015331137033857,event_01,static_open_loop
2027-01-12,industry_banks,18396342.427134328,5.7423151426124734,event_01,static_open_loop
2027-01-12,industry_software,-24768105.871998325,7.731225376236925,event_01,static_open_loop
2027-01-12,industry_biotech,19270988.906250305,6.015331137033857,event_01,static_open_loop
2027-01-13,country_HK,3622813.1592206284,0.964423906881977,event_01,static_open_loop
2027-01-13,country_JP,-16200000.000000007,4.312578817851356,event_01,static_open_loop
2027-01-13,country_US,23474183.01678918,6.249028669417963,event_01,static_open_loop
2027-01-13,sector_financials,20351658.65321445,5.417785926913201,event_01,static_open_loop
2027-01-13,sector_it,-32928845.49399383,8.76594083788258,event_01,static_open_loop
2027-01-13,sector_healthcare,23474183.01678918,6.249028669417963,event_01,static_open_loop
2027-01-13,industry_banks,20351658.65321445,5.417785926913201,event_01,static_open_loop
2027-01-13,industry_software,-32928845.49399383,8.76594083788258,event_01,static_open_loop
2027-01-13,industry_biotech,23474183.01678918,6.249028669417963,event_01,static_open_loop
2027-01-14,country_HK,9013219.054071235,2.137954001762259,event_01,static_open_loop
2027-01-14,country_JP,-24300000.00000002,5.764009720739706,event_01,static_open_loop
2027-01-14,country_US,31508304.524720803,7.47383430306656,event_01,static_open_loop
2027-01-14,sector_financials,30793219.054071397,7.304214566277141,event_01,static_open_loop
2027-01-14,sector_it,-46080000.00000017,10.930270285254585,event_01,static_open_loop
2027-01-14,sector_healthcare,31508304.524720803,7.47383430306656,event_01,static_open_loop
2027-01-14,industry_banks,30793219.054071397,7.304214566277141,event_01,static_open_loop
2027-01-14,industry_software,-46080000.00000017,10.930270285254585,event_01,static_open_loop
2027-01-14,industry_biotech,31508304.524720803,7.47383430306656,event_01,static_open_loop
2027-01-15,country_HK,10499999.999999993,2.155172413793119,event_01,static_open_loop
2027-01-15,country_JP,-40499999.999999985,8.312807881773463,event_01,static_open_loop
2027-01-15,country_US,50399999.99999473,10.344827586205898,event_01,static_open_loop
2027-01-15,sector_financials,46800000.0,9.605911330049338,event_01,static_open_loop
